CHROMATOGRAM,Lactoferrin_M9,CHROMATOGRAM,IgY_M9-1,CHROMATOGRAM,IgY_M9-2,CHROMATOGRAM,IgY_M9-3
Lactoferrin_M9.raw,,IgY_M9_1.raw,,IgY_M9_2.raw,,IgY_M9_3.raw,
Data points: 929,,Data points: 922,,Data points: 921,,Data points: 923,
Time,--,Time,--,Time,--,0.021072,0.004774311
94.781152,0.001473922,--,--,--,--,85.292203,0
94.884373,0.001052722,--,--,--,--,85.384477,4.55E-04
94.987912,0.002462608,--,--,--,--,85.476762,0.001364089
,,,,,,85.56929,0.001591437
,,,,,,85.661815,0
,,,,,,85.754215,0.002955526
,,,,,,85.846643,0.013186194
,,,,,,85.939037,0.004319615
,,,,,,86.031325,0
,,,,,,86.123843,9.09E-04
,,,,,,86.216247,0
,,,,,,86.308523,0.002955526
,,,,,,86.401048,0.004546963
,,,,,,86.49331,6.82E-04
,,,,,,86.585585,0.004319615
,,,,,,86.677978,0
,,,,,,86.770377,0.005683704
,,,,,,86.862652,0.002046133
,,,,,,86.955182,0.005683704
,,,,,,87.047583,0
,,,,,,87.13986,0.006365749
,,,,,,87.232387,0.003864919
,,,,,,87.324822,0.002728178
,,,,,,87.417132,0.005456356
,,,,,,87.509417,0.005456356
,,,,,,87.601815,0.001591437
,,,,,,87.694208,0.00250083
,,,,,,87.786337,0.011594756
,,,,,,87.878848,0.004319615
,,,,,,87.971138,0.004546963
,,,,,,88.06341,6.82E-04
,,,,,,88.155928,0.001818785
,,,,,,88.248313,0
,,,,,,88.340702,0.002046133
,,,,,,88.432978,0
,,,,,,88.525508,0.004092267
,,,,,,88.61791,0.004092267
,,,,,,88.710198,0
,,,,,,88.802587,0.006593097
,,,,,,88.89488,0.001364089
,,,,,,88.98733,0.001364089
,,,,,,89.07976,0
,,,,,,89.172042,0
,,,,,,89.264415,0
,,,,,,89.356813,0.001136741
,,,,,,89.449088,0.002273482
,,,,,,89.541537,0
,,,,,,89.633812,0.003864919
,,,,,,89.726002,6.82E-04
,,,,,,89.818522,0.002046133
,,,,,,89.910912,0.004319615
,,,,,,90.003187,0.001591437
,,,,,,90.095718,0.001136741
,,,,,,90.188098,0.004319615
,,,,,,90.280382,0.003410222
,,,,,,90.37276,9.09E-04
,,,,,,90.465222,0
,,,,,,90.557558,0
,,,,,,90.649942,0
,,,,,,90.742207,0.011594756
,,,,,,90.834737,4.55E-04
,,,,,,90.927115,0.00250083
,,,,,,91.0194,0.001136741
,,,,,,91.111833,0.003637571
,,,,,,91.20423,0.00250083
,,,,,,91.29666,0.007047793
,,,,,,91.38917,0.005911052
,,,,,,91.481573,0
,,,,,,91.573862,9.09E-04
,,,,,,91.666385,0
,,,,,,91.758777,0.008411882
,,,,,,91.851032,0.004319615
,,,,,,91.943553,0
,,,,,,92.035828,0.003182874
,,,,,,92.12814,9.09E-04
,,,,,,92.220657,0
,,,,,,92.313002,0.003182874
,,,,,,92.405397,0.00250083
,,,,,,92.497815,0.001818785
,,,,,,92.59048,0
,,,,,,92.682867,6.82E-04
,,,,,,92.775137,0.013413542
,,,,,,92.867343,0.006365749
,,,,,,92.959728,9.09E-04
,,,,,,93.052007,0.004774311
,,,,,,93.144432,6.82E-04
,,,,,,93.236822,0
,,,,,,93.329095,0.002955526
,,,,,,93.421527,0
,,,,,,93.513812,6.82E-04
,,,,,,93.605993,0.003637571
,,,,,,93.698507,0
,,,,,,93.790833,0.003182874
,,,,,,93.88313,0.00250083
,,,,,,93.975412,0.003182874
,,,,,,94.067797,0.001364089
,,,,,,94.160092,0
,,,,,,94.252502,0.003182874
,,,,,,94.344895,0
,,,,,,94.437162,0
,,,,,,94.529653,0.010003319
,,,,,,94.622052,0.004319615
,,,,,,94.714328,0
,,,,,,94.806865,9.09E-04
,,,,,,94.899257,0.004319615
,,,,,,94.991498,0.003864919
