,8E1  1743-f,,8G1  1743-f,,8E2  1743-f,,8D3  1743-f
1242.6667,0,1242.6667,3.69E-04,1242.6667,9.08E-04,1242.000023,0
1242.75,0,1242.75,5.55E-04,1242.75,8.44E-04,1242.083356,0
1242.8334,0,1242.8334,6.28E-04,1242.8334,5.41E-04,1242.166689,0
1242.9167,0,1242.9167,5.58E-04,1242.9167,4.35E-04,1242.250023,0
1243,0,1243,5.01E-04,1243,4.00E-04,1242.333356,0
1243.0834,0,1243.0834,5.21E-04,1243.0834,4.66E-04,1242.416689,0
1243.1667,0,1243.1667,6.31E-04,1243.1667,6.24E-04,1242.500023,0
1243.25,0,1243.25,7.62E-04,1243.25,7.14E-04,1242.583356,0
1243.3334,0,1243.3334,0.001024609,1243.3334,0.001098975,1242.666689,0
1243.4167,0,1243.4167,8.39E-04,1243.4167,8.73E-04,1242.750023,0
1243.5,0,1243.5,0.001302282,1243.5,0.001163549,1242.833356,0
1243.5834,0,1243.5834,0.00220266,1243.5834,0.002069608,1242.916689,0
1243.6667,0,1243.6667,0.001894916,1243.6667,0.002127321,1243.000023,0
1243.75,0,1243.75,0.001872063,1243.75,0.001121172,1243.083356,0
1243.8334,0,1243.8334,0.001078391,1243.8334,6.03E-04,1243.166689,0
1243.9167,0,1243.9167,4.25E-04,1243.9167,9.06E-04,1243.250023,0
1244,0,1244,4.16E-04,1244,4.71E-04,1243.333356,0
1244.0834,0,1244.0834,3.20E-04,1244.0834,2.67E-04,1243.416689,0
1244.1667,0,1244.1667,1.98E-04,1244.1667,6.80E-04,1243.500023,0
1244.25,0,1244.25,3.11E-04,1244.25,3.63E-04,1243.583356,0
1244.3334,0,1244.3334,4.10E-04,1244.3334,3.98E-04,1243.666689,0
1244.4167,0,1244.4167,7.27E-04,1244.4167,6.48E-04,1243.750023,0
1244.5,0,1244.5,0.00131895,1244.5,3.15E-04,1243.833356,0
1244.5834,0,1244.5834,0.001716559,1244.5834,1.56E-04,1243.916689,0
1244.6667,0,1244.6667,0.001285271,1244.6667,1.57E-04,1244.000023,0
1244.75,0,1244.75,0.001106399,1244.75,6.15E-04,1244.083356,0
1244.8334,0,1244.8334,8.04E-04,1244.8334,7.77E-04,1244.166689,0
1244.9167,0,1244.9167,5.99E-04,1244.9167,6.24E-04,1244.250023,0
1245,9.83E-04,1245,3.80E-04,1245,2.46E-04,1244.333356,0
1245.0834,0.030361657,1245.0834,2.87E-04,1245.0834,3.59E-05,1244.416689,0
1245.1667,0.026333088,1245.1667,3.47E-04,1245.1667,1.65E-04,1244.500023,0
1245.25,0.005207663,1245.25,4.27E-04,1245.25,3.93E-04,1244.583356,0
1245.3334,0,1245.3334,4.97E-04,1245.3334,3.03E-04,1244.666689,0
1245.4167,0,1245.4167,9.12E-04,1245.4167,4.44E-04,1244.750023,0
1245.5,0,1245.5,8.77E-04,1245.5,0.001633327,1244.833356,0
1245.5834,0,1245.5834,7.50E-04,1245.5834,0.001780234,1244.916689,0
1245.6667,0,1245.6667,6.48E-04,1245.6667,9.13E-04,1245.000023,0
1245.75,0,1245.75,5.88E-04,1245.75,5.83E-04,1245.083356,0
1245.8334,0,1245.8334,5.84E-04,1245.8334,4.40E-04,1245.166689,0
1245.9167,0,1245.9167,3.71E-04,1245.9167,1.77E-04,1245.250023,0
1246,0,1246,1.49E-04,1246,1.19E-04,1245.333356,0
1246.0834,0,1246.0834,6.19E-05,1246.0834,3.49E-04,1245.416689,0
1246.1667,0,1246.1667,1.48E-04,1246.1667,3.22E-04,1245.500023,0
1246.25,0,1246.25,8.37E-05,1246.25,2.82E-04,1245.583356,0
1246.3334,0,1246.3334,3.01E-05,1246.3334,9.16E-05,1245.666689,0
1246.4167,0,1246.4167,1.55E-04,1246.4167,4.52E-05,1245.750023,0
1246.5,0,1246.5,2.63E-04,1246.5,3.79E-04,1245.833356,0
1246.5834,0,1246.5834,1.89E-04,1246.5834,4.51E-04,1245.916689,0
1246.6667,0,1246.6667,2.68E-04,1246.6667,3.94E-04,1246.000023,0
1246.75,0,1246.75,3.92E-04,1246.75,1.95E-04,1246.083356,0
1246.8334,0,1246.8334,5.20E-04,1246.8334,1.26E-04,1246.16669,0
1246.9167,0,1246.9167,4.60E-04,1246.9167,5.20E-04,1246.250023,0
1247,0,1247,7.48E-04,1247,6.65E-04,1246.333356,0
1247.0834,0,1247.0834,0.001063442,1247.0834,9.21E-04,1246.41669,0
1247.1667,0,1247.1667,0.001666729,1247.1667,0.001502968,1246.500023,0
1247.25,0,1247.25,0.001944059,1247.25,0.002235483,1246.583356,0
1247.3334,0,1247.3334,0.003175892,1247.3334,0.003263829,1246.66669,0
1247.4167,0,1247.4167,0.004531956,1247.4167,0.004465316,1246.750023,0
1247.5,0,1247.5,0.006335632,1247.5,0.007324345,1246.833356,0
1247.5834,0,1247.5834,0.006800942,1247.5834,0.008003183,1246.91669,0
1247.6667,0,1247.6667,0.006743208,1247.6667,0.006565193,1247.000023,0
1247.75,0,1247.75,0.005575638,1247.75,0.004454823,1247.083356,0
1247.8334,0,1247.8334,0.004485219,1247.8334,0.003919663,1247.16669,0
1247.9167,0,1247.9167,0.003193075,1247.9167,0.002999478,1247.250023,0
1248,0,1248,0.00174577,1248,0.001885167,1247.333356,0
1248.0834,0,1248.0834,0.001480811,1248.0834,0.001274133,1247.41669,0
1248.1667,0.005600694,1248.1667,0.001461567,1248.1667,0.001556242,1247.500023,0
1248.25,0.041170014,1248.25,9.67E-04,1248.25,0.001782252,1247.583356,0
1248.3334,0.026529604,1248.3334,0.001287162,1248.3334,0.001318527,1247.66669,0
1248.4167,0.005011147,1248.4167,0.001659512,1248.4167,0.002060325,1247.750023,0
1248.5,9.83E-05,1248.5,0.001484248,1248.5,0.002049428,1247.833356,0
1248.5834,0,1248.5834,0.001572567,1248.5834,0.001858127,1247.91669,0
1248.6667,0,1248.6667,0.001563117,1248.6667,0.001447272,1248.000023,0
1248.75,0,1248.75,0.00144868,1248.75,0.00131207,1248.083356,0
1248.8334,0,1248.8334,0.001163274,1248.8334,0.00128624,1248.16669,0
1248.9167,0,1248.9167,9.63E-04,1248.9167,8.56E-04,1248.250023,0
1249,0,1249,6.60E-04,1249,5.11E-04,1248.333356,0
1249.0834,0,1249.0834,3.25E-04,1249.0834,1.59E-04,1248.41669,0
1249.1667,0,1249.1667,9.40E-05,1249.1667,1.94E-05,1248.500023,0
1249.25,0,1249.25,3.78E-05,1249.25,0,1248.583356,0
1249.3334,0,1249.3334,3.87E-05,1249.3334,0,1248.66669,0
1249.4167,0,1249.4167,1.36E-05,1249.4167,0,1248.750023,0
1249.5,0,1249.5,6.87E-06,1249.5,0,1248.833356,0
1249.5834,0,1249.5834,1.39E-05,1249.5834,2.70E-05,1248.91669,0
1249.6667,0,1249.6667,8.04E-05,1249.6667,2.21E-04,1249.000023,0
1249.75,0,1249.75,6.92E-05,1249.75,4.42E-04,1249.083356,0
1249.8334,0,1249.8334,1.91E-05,1249.8334,3.21E-04,1249.16669,0
1249.9167,0,1249.9167,1.37E-06,1249.9167,1.30E-04,1249.250023,0
1250,0,1250,0,1250,2.06E-05,1249.333356,0
1250.0834,0,1250.0834,0,1250.0834,0,1249.41669,0
1250.1667,0,1250.1667,0,1250.1667,0,1249.500023,0
1250.25,0,1250.25,4.64E-06,1250.25,0,1249.583356,0
1250.3334,0,1250.3334,1.58E-04,1250.3334,0,1249.66669,0
1250.4167,0,1250.4167,2.48E-04,1250.4167,2.19E-04,1249.750023,0
1250.5,0,1250.5,8.69E-05,1250.5,3.27E-04,1249.833356,0
1250.5834,0,1250.5834,5.26E-05,1250.5834,9.00E-05,1249.91669,0
1250.6667,0,1250.6667,3.76E-05,1250.6667,6.05E-06,1250.000023,0
1250.75,0,1250.75,8.42E-06,1250.75,0,1250.083356,0
1250.8334,0,1250.8334,1.72E-07,1250.8334,0,1250.16669,0
1250.9167,0,1250.9167,0,1250.9167,0,1250.250023,0
1251,0,1251,0,1251,0,1250.333356,0
1251.0834,0,1251.0834,0,1251.0834,0,1250.41669,0
1251.1667,0,1251.1667,4.64E-06,1251.1667,0,1250.500023,0
1251.25,0,1251.25,4.11E-05,1251.25,0,1250.583356,0
1251.3334,0,1251.3334,1.31E-04,1251.3334,0,1250.66669,0
1251.4167,0,1251.4167,1.60E-04,1251.4167,0,1250.750023,0
1251.5,0,1251.5,1.75E-04,1251.5,0,1250.833356,0
1251.5834,0,1251.5834,9.35E-05,1251.5834,0,1250.91669,0
1251.6667,0,1251.6667,1.82E-04,1251.6667,0,1251.000023,0
1251.75,0,1251.75,3.60E-04,1251.75,0,1251.083356,0
1251.8334,0,1251.8334,2.23E-04,1251.8334,0,1251.16669,0
1251.9167,0,1251.9167,2.65E-04,1251.9167,0,1251.250023,0
1252,0,1252,2.16E-04,1252,1.01E-04,1251.333356,0
1252.0834,0,1252.0834,8.25E-05,1252.0834,3.40E-04,1251.41669,0
1252.1667,0,1252.1667,9.78E-05,1252.1667,2.76E-04,1251.500023,0
1252.25,0,1252.25,2.79E-04,1252.25,1.48E-04,1251.583356,0
1252.3334,0,1252.3334,2.74E-04,1252.3334,5.17E-04,1251.66669,0
1252.4167,0,1252.4167,3.70E-04,1252.4167,0.001068705,1251.750023,0
1252.5,0,1252.5,0.001050555,1252.5,0.001297541,1251.833356,0
1252.5834,0,1252.5834,0.001027358,1252.5834,7.34E-04,1251.91669,0
1252.6667,0,1252.6667,5.95E-04,1252.6667,1.92E-04,1252.000023,0
1252.75,0,1252.75,2.63E-04,1252.75,3.93E-04,1252.083356,0
1252.8334,0,1252.8334,4.57E-04,1252.8334,4.79E-04,1252.16669,0
1252.9167,0,1252.9167,4.31E-04,1252.9167,3.08E-04,1252.250023,0
1253,0,1253,1.55E-04,1253,6.86E-05,1252.333356,0
1253.0834,0,1253.0834,1.73E-04,1253.0834,7.26E-06,1252.41669,0
1253.1667,0,1253.1667,2.92E-04,1253.1667,9.28E-05,1252.500023,0
1253.25,0,1253.25,2.42E-04,1253.25,1.04E-04,1252.583356,0
1253.3334,0,1253.3334,2.80E-04,1253.3334,1.75E-04,1252.66669,0
1253.4167,0,1253.4167,7.93E-04,1253.4167,1.11E-04,1252.750023,0
1253.5,0,1253.5,9.16E-04,1253.5,7.22E-05,1252.833356,0
1253.5834,0,1253.5834,9.71E-04,1253.5834,2.75E-04,1252.91669,0
1253.6667,0,1253.6667,6.44E-04,1253.6667,6.35E-04,1253.000023,0
1253.75,0,1253.75,3.57E-04,1253.75,5.61E-04,1253.083356,0
1253.8334,0,1253.8334,1.94E-04,1253.8334,4.84E-04,1253.16669,0
1253.9167,0,1253.9167,1.30E-04,1253.9167,2.78E-04,1253.250023,0
1254,0,1254,1.56E-04,1254,2.11E-04,1253.333356,0
1254.0834,0,1254.0834,1.44E-04,1254.0834,1.26E-04,1253.41669,0
1254.1667,0,1254.1667,1.23E-04,1254.1667,2.95E-05,1253.500023,0
1254.25,0,1254.25,5.60E-05,1254.25,2.10E-05,1253.583356,0
1254.3334,0,1254.3334,1.68E-04,1254.3334,3.43E-04,1253.66669,0
1254.4167,0,1254.4167,1.23E-04,1254.4167,3.23E-04,1253.750023,0
1254.5,0,1254.5,2.68E-05,1254.5,2.63E-04,1253.833356,0
1254.5834,0,1254.5834,7.61E-05,1254.5834,4.23E-04,1253.91669,0
1254.6667,0,1254.6667,2.97E-04,1254.6667,3.59E-04,1254.000023,0
1254.75,0,1254.75,4.59E-04,1254.75,1.25E-04,1254.083356,0
1254.8334,0,1254.8334,3.94E-04,1254.8334,2.73E-04,1254.16669,0
1254.9167,0,1254.9167,2.42E-04,1254.9167,2.26E-04,1254.250023,0
1255,0,1255,2.01E-04,1255,5.49E-05,1254.333356,0
1255.0834,0,1255.0834,1.58E-04,1255.0834,3.51E-04,1254.41669,0
1255.1667,0,1255.1667,2.26E-04,1255.1667,9.79E-04,1254.500023,0
1255.25,0,1255.25,5.24E-04,1255.25,0.001508618,1254.583356,0
1255.3334,0,1255.3334,6.32E-04,1255.3334,0.002494991,1254.66669,0
1255.4167,0,1255.4167,7.41E-04,1255.4167,0.00338531,1254.750023,0
1255.5,0,1255.5,0.001073752,1255.5,0.003720693,1254.833356,0
1255.5834,0,1255.5834,0.001163274,1255.5834,0.002962752,1254.91669,0
1255.6667,0,1255.6667,9.06E-04,1255.6667,0.003038626,1255.000023,0
1255.75,0,1255.75,8.50E-04,1255.75,0.00285459,1255.083356,0
1255.8334,0,1255.8334,6.34E-04,1255.8334,0.003272708,1255.16669,0
1255.9167,0,1255.9167,7.22E-04,1255.9167,0.001867006,1255.250023,0
1256,0,1256,5.35E-04,1256,8.79E-04,1255.333356,0
1256.0834,0,1256.0834,3.56E-04,1256.0834,6.32E-04,1255.41669,0
1256.1667,0,1256.1667,3.73E-04,1256.1667,5.38E-04,1255.500023,0
1256.25,0,1256.25,8.07E-04,1256.25,0.001048526,1255.583356,0
1256.3334,0,1256.3334,0.001132345,1256.3334,0.002491762,1255.66669,0
1256.4167,0,1256.4167,0.001221008,1256.4167,0.002586202,1255.750023,0
1256.5,0,1256.5,0.001125128,1256.5,0.003341722,1255.833356,0
1256.5834,0,1256.5834,0.0013528,1256.5834,0.007017213,1255.91669,0
1256.6667,1.97E-04,1256.6667,0.001880826,1256.6667,0.011933742,1256.000023,0
1256.75,0.036748414,1256.75,0.002152142,1256.75,0.023302055,1256.083356,0
1256.8334,0.130093315,1256.8334,0.003270741,1256.8334,0.045566482,1256.16669,0
1256.9167,0.256747608,1256.9167,0.005852453,1256.9167,0.082633769,1256.250023,0
1257,0.352352439,1257,0.009323029,1257,0.149305972,1256.333356,0
1257.0834,0.327493218,1257.0834,0.015316896,1257.0834,0.251314062,1256.41669,0
1257.1667,0.633074948,1257.1667,0.024602467,1257.1667,0.390484686,1256.500023,0
1257.25,1.142738111,1257.25,0.03719744,1257.25,0.625651126,1256.583356,0
1257.3334,1.374135209,1257.3334,0.053446845,1257.3334,0.960123624,1256.66669,0
1257.4167,1.263988225,1257.4167,0.07583514,1257.4167,1.291871891,1256.750023,0
1257.5,1.185578507,1257.5,0.096397593,1257.5,1.639140602,1256.833356,0
1257.5834,1.197762474,1257.5834,0.11124832,1257.5834,1.826124492,1256.91669,0
1257.6667,0.814164057,1257.6667,0.113857181,1257.6667,1.803472619,1257.000023,0
1257.75,0.445500825,1257.75,0.110110649,1257.75,1.583451688,1257.083356,0
1257.8334,0.230611036,1257.8334,0.092217368,1257.8334,1.205610254,1257.16669,0
1257.9167,0.135595752,1257.9167,0.066557473,1257.9167,0.797941932,1257.250023,0.00575884
1258,0.201821503,1258,0.046780272,1258,0.472622444,1257.333356,0.024218147
1258.0834,0.32159775,1258.0834,0.037228712,1258.0834,0.272300723,1257.41669,0.015204493
1258.1667,0.477532865,1258.1667,0.036833165,1258.1667,0.195161423,1257.500023,0.006199737
1258.25,0.679943914,1258.25,0.046592293,1258.25,0.192550198,1257.583357,0.028005675
1258.3334,0.815736182,1258.3334,0.064654996,1258.3334,0.245948337,1257.66669,0.041411691
1258.4167,0.8380407,1258.4167,0.092498134,1258.4167,0.330778038,1257.750023,0.031462217
1258.5,0.808956394,1258.5,0.117405595,1258.5,0.414656074,1257.833357,0.02257895
1258.5834,0.586599013,1258.5834,0.12876736,1258.5834,0.457051955,1257.91669,0.021712736
1258.6667,0.313638869,1258.6667,0.131189444,1258.6667,0.47187096,1258.000023,0.01425513
1258.75,0.154854279,1258.75,0.122696515,1258.75,0.438153063,1258.083357,0.003062135
1258.8334,0.087842465,1258.8334,0.103373111,1258.8334,0.337743995,1258.16669,1.89E-04
1258.9167,0.032425071,1258.9167,0.075213295,1258.9167,0.225878228,1258.250023,0
1259,0.004028569,1259,0.046151039,1259,0.138382414,1258.333357,0
1259.0834,0,1259.0834,0.026110771,1259.0834,0.073741075,1258.41669,1.12E-06
1259.1667,3.93E-04,1259.1667,0.019083016,1259.1667,0.036126924,1258.500023,1.39E-06
1259.25,0.01021881,1259.25,0.018608084,1259.25,0.019390061,1258.583357,4.97E-07
1259.3334,0.026627861,1259.3334,0.022176259,1259.3334,0.017659469,1258.66669,6.14E-08
1259.4167,0.013166544,1259.4167,0.028935275,1259.4167,0.021683661,1258.750023,0
1259.5,0.002259929,1259.5,0.038671206,1259.5,0.027390418,1258.833357,0
1259.5834,0,1259.5834,0.041620286,1259.5834,0.030329762,1258.91669,0
1259.6667,0,1259.6667,0.043464856,1259.6667,0.030387475,1259.000023,0
1259.75,0,1259.75,0.040656504,1259.75,0.026234538,1259.083357,0
1259.8334,0,1259.8334,0.031423856,1259.8334,0.02064805,1259.16669,0
1259.9167,0,1259.9167,0.019692317,1259.9167,0.013349535,1259.250023,0
1260,0,1260,0.011801301,1260,0.006332725,1259.333357,0
1260.0834,0,1260.0834,0.006557118,1260.0834,0.002736741,1259.41669,0
1260.1667,0,1260.1667,0.003443943,1260.1667,0.001783866,1259.500023,0
1260.25,0,1260.25,0.002720205,1260.25,0.001709202,1259.583357,0
1260.3334,0,1260.3334,0.003113003,1260.3334,0.001471488,1259.66669,0
1260.4167,0,1260.4167,0.00332332,1260.4167,0.001887185,1259.750023,0
1260.5,0,1260.5,0.002811102,1260.5,0.003273112,1259.833357,0
1260.5834,0.01110313,1260.5834,0.003467999,1260.5834,0.003777195,1259.91669,0
1260.6667,0.044903811,1260.6667,0.004705674,1260.6667,0.00272423,1260.000023,0
1260.75,0.023090581,1260.75,0.004004274,1260.75,0.002411448,1260.083357,0
1260.8334,0.003832054,1260.8334,0.002671578,1260.8334,0.001618798,1260.16669,0
1260.9167,0,1260.9167,0.001871204,1260.9167,0.001283415,1260.250023,0
1261,0,1261,0.001249359,1261,0.001175253,1260.333357,0
1261.0834,0,1261.0834,9.67E-04,1261.0834,6.21E-04,1260.41669,0
1261.1667,0,1261.1667,0.001032513,1261.1667,0.00118615,1260.500023,0
1261.25,0,1261.25,0.001095058,1261.25,0.001550591,1260.583357,0
1261.3334,0,1261.3334,0.001703844,1261.3334,0.001135701,1260.66669,0
1261.4167,0,1261.4167,0.001912958,1261.4167,0.001176464,1260.750023,0
1261.5,0,1261.5,0.001807971,1261.5,0.001822611,1260.833357,0
1261.5834,0,1261.5834,0.002522087,1261.5834,0.002155976,1260.91669,0
1261.6667,0,1261.6667,0.002634806,1261.6667,0.00224073,1261.000023,0
1261.75,0,1261.75,0.002360741,1261.75,0.00214185,1261.083357,0
1261.8334,0,1261.8334,0.001959008,1261.8334,0.001338707,1261.16669,0
1261.9167,0,1261.9167,0.001087154,1261.9167,6.40E-04,1261.250023,0
1262,0,1262,7.92E-04,1262,6.34E-04,1261.333357,0
1262.0834,0,1262.0834,8.81E-04,1262.0834,5.85E-04,1261.41669,0
1262.1667,0,1262.1667,6.40E-04,1262.1667,4.88E-04,1261.500023,0
1262.25,0,1262.25,4.64E-04,1262.25,3.99E-04,1261.583357,0
1262.3334,0,1262.3334,8.00E-04,1262.3334,2.07E-04,1261.66669,0
1262.4167,0,1262.4167,9.66E-04,1262.4167,2.45E-04,1261.750023,0
1262.5,0,1262.5,6.77E-04,1262.5,2.53E-04,1261.833357,0
1262.5834,0,1262.5834,5.46E-04,1262.5834,6.13E-04,1261.91669,0
1262.6667,0,1262.6667,5.79E-04,1262.6667,7.13E-04,1262.000023,0
1262.75,0,1262.75,6.09E-04,1262.75,7.41E-04,1262.083357,0
1262.8334,0,1262.8334,5.65E-04,1262.8334,8.80E-04,1262.16669,0
1262.9167,0,1262.9167,4.15E-04,1262.9167,4.07E-04,1262.250023,0
1263,0,1263,2.27E-04,1263,2.22E-04,1262.333357,0
1263.0834,0,1263.0834,2.06E-04,1263.0834,2.19E-04,1262.41669,0
1263.1667,0,1263.1667,6.67E-05,1263.1667,3.00E-04,1262.500023,0
1263.25,0,1263.25,4.07E-05,1263.25,4.88E-04,1262.583357,0
1263.3334,0,1263.3334,3.53E-04,1263.3334,8.05E-04,1262.66669,0
1263.4167,0,1263.4167,4.03E-04,1263.4167,5.98E-04,1262.750023,0
1263.5,0,1263.5,1.46E-04,1263.5,2.43E-04,1262.833357,0
1263.5834,0,1263.5834,7.53E-05,1263.5834,1.12E-04,1262.91669,0
1263.6667,0,1263.6667,2.94E-04,1263.6667,2.46E-05,1263.000023,0
1263.75,0,1263.75,3.80E-04,1263.75,8.07E-07,1263.083357,0
1263.8334,0,1263.8334,2.09E-04,1263.8334,0,1263.16669,0
1263.9167,0,1263.9167,1.45E-04,1263.9167,0,1263.250023,0
1264,0,1264,1.38E-04,1264,0,1263.333357,0
1264.0834,0,1264.0834,1.70E-04,1264.0834,0,1263.41669,0
1264.1667,0,1264.1667,1.02E-04,1264.1667,4.04E-06,1263.500023,0
1264.25,0,1264.25,8.18E-05,1264.25,1.49E-04,1263.583357,0
1264.3334,0,1264.3334,7.99E-05,1264.3334,2.16E-04,1263.66669,0
1264.4167,0,1264.4167,1.82E-04,1264.4167,1.62E-04,1263.750023,0
1264.5,0,1264.5,4.69E-04,1264.5,2.99E-04,1263.833357,0
1264.5834,0,1264.5834,4.30E-04,1264.5834,3.14E-04,1263.91669,0
1264.6667,0,1264.6667,2.11E-04,1264.6667,2.61E-04,1264.000023,0
1264.75,0,1264.75,7.84E-05,1264.75,6.54E-05,1264.083357,0
1264.8334,0,1264.8334,1.77E-05,1264.8334,4.44E-06,1264.16669,0
1264.9167,0,1264.9167,1.72E-06,1264.9167,5.04E-05,1264.250023,0
1265,0,1265,4.28E-05,1265,1.78E-04,1264.333357,0
1265.0834,0,1265.0834,1.50E-04,1265.0834,8.56E-05,1264.41669,0
1265.1667,0,1265.1667,6.80E-05,1265.1667,1.33E-05,1264.500023,0
1265.25,0,1265.25,3.20E-05,1265.25,0,1264.583357,0
1265.3334,0,1265.3334,4.56E-04,1265.3334,3.23E-06,1264.66669,0
1265.4167,0,1265.4167,6.82E-04,1265.4167,6.86E-05,1264.750023,0
1265.5,0,1265.5,4.49E-04,1265.5,6.58E-05,1264.833357,0
1265.5834,0,1265.5834,2.48E-04,1265.5834,1.57E-05,1264.91669,0
1265.6667,0,1265.6667,1.54E-04,1265.6667,8.07E-07,1265.000023,0
1265.75,0,1265.75,7.72E-05,1265.75,0,1265.083357,0
1265.8334,0,1265.8334,6.41E-05,1265.8334,0,1265.16669,0
1265.9167,0,1265.9167,1.23E-04,1265.9167,0,1265.250023,0
1266,0,1266,2.49E-04,1266,0,1265.333357,0
1266.0834,0,1266.0834,1.74E-04,1266.0834,0,1265.41669,0
1266.1667,0,1266.1667,5.07E-05,1266.1667,0,1265.500023,0
1266.25,0,1266.25,2.41E-05,1266.25,0,1265.583357,0
1266.3334,0,1266.3334,6.07E-05,1266.3334,4.04E-05,1265.66669,0
1266.4167,0,1266.4167,1.02E-04,1266.4167,1.82E-04,1265.750023,0
1266.5,0,1266.5,1.80E-04,1266.5,1.70E-04,1265.833357,0
1266.5834,0,1266.5834,2.55E-04,1266.5834,1.85E-04,1265.91669,0
1266.6667,0,1266.6667,1.63E-04,1266.6667,1.54E-04,1266.000023,0
1266.75,0,1266.75,1.42E-04,1266.75,4.08E-05,1266.083357,0
1266.8334,0,1266.8334,1.26E-04,1266.8334,8.68E-05,1266.16669,0
1266.9167,0,1266.9167,1.11E-04,1266.9167,4.92E-05,1266.250023,0
1267,0,1267,1.21E-04,1267,8.07E-06,1266.333357,0
1267.0834,0,1267.0834,9.91E-05,1267.0834,0,1266.41669,0
1267.1667,0,1267.1667,6.05E-05,1267.1667,0,1266.500023,0
1267.25,0,1267.25,7.77E-05,1267.25,0,1266.583357,0
1267.3334,0,1267.3334,8.08E-05,1267.3334,1.21E-06,1266.66669,0
1267.4167,0,1267.4167,7.18E-05,1267.4167,3.80E-04,1266.750023,0
1267.5,0,1267.5,1.88E-04,1267.5,7.05E-04,1266.833357,0
1267.5834,0,1267.5834,2.49E-04,1267.5834,2.81E-04,1266.91669,0
1267.6667,0,1267.6667,1.76E-04,1267.6667,4.76E-05,1267.000023,0
1267.75,0,1267.75,1.61E-04,1267.75,7.14E-05,1267.083357,0
1267.8334,0,1267.8334,1.17E-04,1267.8334,6.26E-05,1267.16669,0
1267.9167,0,1267.9167,1.49E-04,1267.9167,2.36E-04,1267.250023,0
1268,0,1268,2.36E-04,1268,1.78E-04,1267.333357,0
1268.0834,0,1268.0834,1.98E-04,1268.0834,3.63E-05,1267.41669,0
1268.1667,0,1268.1667,1.38E-04,1268.1667,8.07E-07,1267.500023,0
1268.25,0,1268.25,3.31E-04,1268.25,2.43E-04,1267.583357,0
1268.3334,0,1268.3334,3.88E-04,1268.3334,3.77E-04,1267.66669,0
1268.4167,0,1268.4167,2.88E-04,1268.4167,1.48E-04,1267.750023,0
1268.5,0,1268.5,4.67E-04,1268.5,2.44E-04,1267.833357,0
1268.5834,0,1268.5834,4.52E-04,1268.5834,7.71E-04,1267.91669,0
1268.6667,0,1268.6667,3.83E-04,1268.6667,0.0011018,1268.000023,0
1268.75,0,1268.75,3.14E-04,1268.75,9.35E-04,1268.083357,0
1268.8334,0,1268.8334,2.98E-04,1268.8334,8.27E-04,1268.16669,0
1268.9167,0,1268.9167,2.18E-04,1268.9167,4.65E-04,1268.250023,0
1269,0,1269,2.21E-04,1269,1.61E-04,1268.333357,0
1269.0834,0,1269.0834,3.23E-04,1269.0834,2.87E-05,1268.41669,0
1269.1667,0,1269.1667,3.41E-04,1269.1667,1.09E-04,1268.500023,0
1269.25,0,1269.25,6.65E-04,1269.25,4.82E-04,1268.583357,0
1269.3334,0,1269.3334,5.63E-04,1269.3334,5.31E-04,1268.66669,0
1269.4167,0,1269.4167,8.96E-04,1269.4167,0.001002113,1268.750024,0
1269.5,0,1269.5,0.001206231,1269.5,6.39E-04,1268.833357,0
1269.5834,0,1269.5834,0.001184924,1269.5834,4.67E-04,1268.91669,0
1269.6667,0,1269.6667,0.001164648,1269.6667,8.54E-04,1269.000024,0
1269.75,0,1269.75,0.001214822,1269.75,0.001573192,1269.083357,0
1269.8334,0,1269.8334,8.86E-04,1269.8334,0.002051446,1269.16669,0
1269.9167,0,1269.9167,0.001268089,1269.9167,0.002184227,1269.250024,0
1270,0.010808357,1270,0.001012924,1270,0.00241508,1269.333357,0
1270.0834,0.030165142,1270.0834,6.90E-04,1270.0834,0.005604246,1269.41669,0
1270.1667,0.015622989,1270.1667,7.10E-04,1270.1667,0.010382344,1269.500024,0
1270.25,0.017489887,1270.25,0.001142826,1270.25,0.016959241,1269.583357,0
1270.3334,0.008057139,1270.3334,0.001493698,1270.3334,0.026283372,1269.66669,0
1270.4167,0.001179093,1270.4167,0.00152583,1270.4167,0.034895168,1269.750024,0
